Title,Year,Age,IMDb,Rotten Tomatoes
muppets now,2020,7,60.0,52
sydney to the max,2019,0,63.0,52
vampirina,2017,0,66.0,52
earth to ned,2020,7,67.0,51
best friends whenever,2015,0,57.0,51
into the unknown: making frozen ii,2020,7,85.0,51
elena of avalor,2016,0,64.0,51
prop culture,2020,7,82.0,51
fantastic four: world's greatest heroes,2006,7,67.0,51
jake and the never land pirates,2011,0,56.0,51
fish hooks,2010,0,48.0,51
drain the oceans,2018,7,76.0,51
the replacements,2006,7,59.0,51
port protection alaska,2015,16,84.0,51
"dr. oakley, yukon vet",2014,0,83.0,51
marvel’s hulk and the agents of s.m.a.s.h,2013,7,61.0,50
super robot monkey team hyperforce go!,2004,7,62.0,50
quack pack,1996,7,68.0,50
descendants: wicked world,2015,0,66.0,50
muppet babies,2018,0,69.0,50
t.o.t.s.,2019,0,69.0,50
one day at disney,2019,0,73.0,50
pixar in real life,2019,0,66.0,50
mighty ducks: the animated series,1996,7,65.0,50
star wars: ewoks,1985,0,61.0,49
101 dalmatians: the series,1997,0,62.0,49
bia,2019,0,67.0,49
marvel's hero project,2019,7,61.0,49
iron man,1994,7,67.0,49
coop & cami ask the world,2018,0,59.0,49
my friends tigger & pooh,2007,0,57.0,48
bizaardvark,2016,0,37.0,48
the mickey mouse club,1955,0,77.0,48
on pointe,2020,7,77.0,48
out of the box,1998,0,75.0,48
gabby duran and the unsittables,2019,0,55.0,48
dr. ks exotic animal er,2014,7,81.0,48
spin and marty,1955,0,81.0,47
higglytown heroes,2004,0,50.0,47
bonkers,1993,0,68.0,47
crash & bernstein,2012,0,50.0,47
randy cunningham: ninja total,2012,0,67.0,47
pick of the litter,2019,7,81.0,47
mickey and the roadster racers,2017,0,61.0,47
star wars: forces of destiny,2017,0,50.0,47
magic of disney's animal kingdom,2020,7,83.0,47
goldie & bear,2015,0,64.0,47
adventures in wonderland,1992,7,80.0,46
the super hero squad show,2009,7,61.0,46
critter fixers: country vets,2020,16,90.0,46
great migrations,2010,0,81.0,46
lego star wars: droid tales,2015,7,75.0,46
minnie's bow-toons,2011,0,62.0,45
chip 'n' dale: park life,2021,0,69.0,45
the book of pooh,2001,0,65.0,45
the avengers: united they stand,1999,7,55.0,45
walt disney animation studios: short circuit experimental films,2020,0,76.0,45
"mira, royal detective",2020,0,65.0,45
legend of the three caballeros,2018,0,78.0,45
marvel's future avengers,2017,7,57.0,44
just roll with it,2019,7,50.0,44
101 dalmatian street,2019,7,63.0,44
spider-woman,1979,0,58.0,44
year million,2017,16,74.0,43
rogue trip,2020,7,72.0,43
fancy nancy,2018,0,55.0,43
america's national parks,2015,0,77.0,43
lego frozen northern lights,2016,0,57.0,42
dino ranch,2021,0,81.0,42
disney's fairy tale weddings,2017,7,68.0,42
teacher's pet,2000,0,63.0,42
henry hugglemonster,2013,0,53.0,42
shop class,2020,0,72.0,42
the rocketeer,2019,0,63.0,42
fast layne,2019,0,56.0,41
weird but true!,2016,0,78.0,41
continent 7: antarctica,2016,7,74.0,41
marvel's rocket & groot,2017,7,68.0,41
take two with phineas and ferb,2010,7,65.0,41
be our chef,2020,0,63.0,40
marvel super hero adventures,2017,0,63.0,39
animal er,2016,16,80.0,39
marvel video comics,2016,0,66.0,38
kirby buckets,2014,7,48.0,38
becoming,2020,16,68.0,38
mickey mouse funhouse,2021,0,56.0,37
walk the prank,2016,7,40.0,37
it's a dog's life with bill farmer,2020,7,82.0,37
wild sri lanka,2015,7,86.0,36
birth of europe,2012,0,71.0,34
alaska's grizzly gauntlet,2018,7,66.0,34
billy dilley's super-duper subterranean summer,2017,7,44.0,34
disney fam jam,2020,0,53.0,33
lego star wars: all-stars,2018,7,65.0,33
disney junior music nursery rhymes,2017,0,60.0,32
disney family sundays,2019,0,56.0,31
wild chile,2018,7,75.0,30
howie mandel's animals doing things,2018,0,32.0,30
the big fib,2020,0,54.0,29
vampirina: ghoul girls rock!,2018,0,77.0,28
